enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
27705,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,never,57,0.0
8675,city_104,0.924,Male,No relevent experience,no_enrollment,Phd,STEM,16,100-500,Pvt Ltd,1,332,1.0
9647,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,88,0.0
16967,city_142,0.727,Male,No relevent experience,Full time course,Primary School,,7,,,1,22,1.0
8760,city_45,0.89,,No relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,never,29,0.0
4433,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,2,23,0.0
6011,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Early Stage Startup,2,51,1.0
25161,city_10,0.895,Male,Has relevent experience,Part time course,High School,,6,1000-4999,Pvt Ltd,4,22,0.0
30896,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,35,0.0
4590,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,,2,15,0.0
25045,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,27,0.0
4022,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Early Stage Startup,never,314,0.0
28769,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,Arts,>20,50-99,Pvt Ltd,4,54,0.0
7978,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,14,1.0
33095,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,1,25,0.0
21799,city_97,0.925,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Funded Startup,2,28,0.0
31781,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Funded Startup,1,57,0.0
31256,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,<10,Pvt Ltd,1,334,0.0
27696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,0.0
2385,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,114,0.0
8954,city_74,0.579,,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,20,1.0
9325,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,32,0.0
16469,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,7,0.0
15377,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,Other,3,,,1,25,0.0
30183,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,86,1.0
33199,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,4,99,0.0
30855,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,2,20,1.0
29273,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,8,10000+,Pvt Ltd,>4,188,1.0
27891,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,110,0.0
13445,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,,3,57,1.0
31912,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Public Sector,1,38,1.0
8786,city_20,0.7959999999999999,,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Funded Startup,1,18,0.0
17063,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,28,0.0
17946,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,8,0.0
13496,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,,1,100,1.0
29415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,8,0.0
25804,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,2,26,0.0
20077,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,,2,55,0.0
32402,city_114,0.9259999999999999,Male,Has relevent experience,Full time course,High School,,5,50-99,Public Sector,2,163,0.0
27668,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,4,51,0.0
25565,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Public Sector,1,106,0.0
17058,city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,45,1.0
16323,city_138,0.836,,No relevent experience,Full time course,Masters,STEM,4,,,1,15,1.0
26860,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,28,0.0
15624,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,17,,,2,19,0.0
24788,city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,5,,Public Sector,1,86,1.0
7457,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,140,0.0
8152,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,26,1.0
2828,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,141,0.0
4385,city_79,0.698,,No relevent experience,Part time course,Graduate,STEM,4,,,,46,1.0
24912,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,17,0.0
23351,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,,48,1.0
8888,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,324,0.0
31653,city_173,0.878,Male,No relevent experience,,,,6,,,1,60,0.0
1648,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,89,1.0
17984,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,134,0.0
5470,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,4,84,0.0
8910,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,9,1.0
49,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,2,36,0.0
24794,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,31,0.0
8712,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,1,,Other,never,26,0.0
27580,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,10,0.0
16982,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,4,210,0.0
13551,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Pvt Ltd,2,136,1.0
8853,city_103,0.92,Female,No relevent experience,Part time course,Masters,Humanities,>20,10000+,Pvt Ltd,>4,9,0.0
31137,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,20,1.0
24188,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,86,0.0
19632,city_78,0.579,,No relevent experience,Full time course,Graduate,Humanities,1,,,never,118,0.0
5887,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11,,,4,52,0.0
23000,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,66,1.0
7175,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,5,0.0
14709,city_136,0.897,,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,56,0.0
7513,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,57,0.0
23431,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,High School,,1,,,never,85,0.0
972,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,1,10,1.0
845,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,86,0.0
22126,city_1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,6,10/49,,1,3,0.0
32220,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,18,10000+,,1,44,0.0
8230,city_138,0.836,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,34,0.0
7067,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Arts,15,100-500,Pvt Ltd,1,84,0.0
11941,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,,2,91,0.0
3634,city_83,0.9229999999999999,Male,Has relevent experience,Full time course,High School,,9,,,1,56,0.0
13326,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,,1,15,0.0
7245,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,NGO,1,44,1.0
10292,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,9,0.0
18987,city_21,0.624,,No relevent experience,Full time course,High School,,1,,,never,104,1.0
12897,city_84,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,81,1.0
8240,city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,118,1.0
16337,city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,3,,,never,94,1.0
859,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,14,0.0
615,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,Pvt Ltd,1,141,0.0
24537,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,334,0.0
19283,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,148,1.0
32905,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10,,,>4,81,1.0
16209,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,10000+,Pvt Ltd,4,14,0.0
11103,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,never,62,0.0
9627,city_11,0.55,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,25,0.0
5053,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,26,0.0
29219,city_67,0.855,Male,No relevent experience,no_enrollment,High School,,3,,,never,12,1.0
9581,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,84,1.0
16263,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2,,,never,20,1.0
8697,city_54,0.856,Male,Has relevent experience,Full time course,Graduate,STEM,15,<10,Pvt Ltd,3,332,0.0
15099,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,97,1.0
7130,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,11,,,4,130,1.0
24239,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,124,0.0
14352,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,258,0.0
2460,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,never,26,1.0
8229,city_149,0.6890000000000001,,No relevent experience,no_enrollment,,,2,,,never,21,0.0
3222,city_150,0.698,Male,Has relevent experience,no_enrollment,,,11,,,1,190,0.0
1997,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Public Sector,1,5,1.0
17025,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,3,0.0
12441,city_99,0.915,Male,No relevent experience,Full time course,High School,,4,,,1,192,0.0
26329,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,7,,,2,53,0.0
8412,city_116,0.743,,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,1,4,0.0
14857,city_40,0.7759999999999999,,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,never,101,0.0
14146,city_116,0.743,,No relevent experience,no_enrollment,Masters,Humanities,2,,,1,198,1.0
31289,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,66,1.0
28682,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,2,224,1.0
9912,city_77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,1,45,0.0
16445,city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,1,,,1,206,0.0
13310,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,264,0.0
9723,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,,,6,50-99,Public Sector,2,23,0.0
516,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,>4,48,1.0
21008,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,2,66,0.0
5114,city_103,0.92,,Has relevent experience,,Graduate,STEM,3,50-99,Funded Startup,1,52,0.0
14846,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,35,0.0
20995,city_36,0.893,,No relevent experience,Full time course,Primary School,,3,,,1,22,0.0
7625,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,22,1.0
28352,city_131,0.68,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,21,0.0
14055,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,89,0.0
6005,city_21,0.624,,No relevent experience,Part time course,Graduate,STEM,7,5000-9999,Pvt Ltd,2,109,0.0
12625,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,>4,91,1.0
18278,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,2,61,0.0
17202,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,146,0.0
9447,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,2,202,0.0
23194,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,39,0.0
8851,city_46,0.762,Male,No relevent experience,Part time course,High School,,3,,,never,72,0.0
26602,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Funded Startup,1,60,0.0
16243,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,134,0.0
7035,city_100,0.887,Male,Has relevent experience,Part time course,Masters,Humanities,9,<10,,1,24,0.0
28906,city_39,0.898,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,1,220,0.0
8386,city_36,0.893,,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,50,0.0
20617,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,>4,14,0.0
27956,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,17,10000+,Pvt Ltd,1,12,0.0
16980,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,5,,,never,66,0.0
1767,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,2,41,0.0
6932,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,never,80,1.0
809,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,90,0.0
9697,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Public Sector,1,142,0.0
12637,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,151,1.0
15878,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Early Stage Startup,1,82,0.0
4874,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,28,0.0
30799,city_46,0.762,,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Other,4,51,0.0
5835,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,1,59,0.0
24572,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,2,155,0.0
75,city_105,0.794,Male,No relevent experience,no_enrollment,High School,,3,,Pvt Ltd,never,14,0.0
12344,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,26,0.0
13270,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,23,1.0
5686,city_64,0.6659999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,107,0.0
9900,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,2,,,1,40,0.0
5446,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,>4,111,1.0
12224,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,59,1.0
3657,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,2,17,0.0
9439,city_114,0.9259999999999999,,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,16,0.0
3431,city_83,0.9229999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,3,89,0.0
17459,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,48,1.0
11062,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,75,0.0
26136,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,Business Degree,2,5000-9999,Pvt Ltd,2,42,0.0
31443,city_179,0.512,Female,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,75,0.0
19891,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,1.0
21624,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,28,0.0
3857,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,32,0.0
7662,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,2,,,1,224,1.0
2834,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,100-500,Pvt Ltd,1,78,0.0
18621,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,86,0.0
24301,city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,111,0.0
27322,city_128,0.527,Female,No relevent experience,Part time course,Graduate,STEM,1,,,never,86,0.0
4898,city_114,0.9259999999999999,Male,No relevent experience,,High School,,6,,,1,18,0.0
18714,city_10,0.895,Male,Has relevent experience,no_enrollment,Primary School,,>20,,,3,300,0.0
16546,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,Other,4,1000-4999,Pvt Ltd,2,6,0.0
8783,city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,>4,18,0.0
27387,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,38,1.0
7725,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,,5,1000-4999,Pvt Ltd,never,56,0.0
11636,city_114,0.9259999999999999,,No relevent experience,no_enrollment,Masters,STEM,11,,,never,18,1.0
14820,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,3,112,0.0
18872,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,2,17,0.0
33377,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Other,10,100-500,Pvt Ltd,2,27,0.0
31344,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,>4,39,0.0
22968,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Funded Startup,3,24,0.0
22171,city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,19,100-500,Public Sector,1,4,0.0
20927,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,,,,10,0.0
11820,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,3,136,0.0
6195,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,73,0.0
30129,city_16,0.91,Male,No relevent experience,Full time course,High School,,5,,,1,34,1.0
13654,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,42,0.0
2523,city_173,0.878,,No relevent experience,no_enrollment,,,11,1000-4999,Pvt Ltd,>4,73,0.0
23979,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,2,11,0.0
30080,city_103,0.92,Male,Has relevent experience,no_enrollment,,,6,,,never,25,0.0
9620,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,15,100-500,Funded Startup,>4,102,0.0
32665,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,53,1.0
16716,city_100,0.887,,No relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,3,20,0.0
4237,city_160,0.92,,No relevent experience,Part time course,Graduate,STEM,15,,,2,20,0.0
23117,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,47,0.0
17317,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,102,1.0
18708,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,5,,,never,178,0.0
9969,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,,,1,1,1.0
9141,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,6,1.0
3958,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,166,1.0
12783,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,>4,204,0.0
7850,city_64,0.6659999999999999,Male,Has relevent experience,Full time course,Masters,STEM,>20,<10,Pvt Ltd,never,98,0.0
19392,city_158,0.7659999999999999,,No relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,9,0.0
7073,city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,67,1.0
33118,city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,1,43,0.0
7274,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,,1,11,0.0
4221,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,7,,Pvt Ltd,never,28,0.0
9474,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,39,0.0
22331,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,9,,,never,42,0.0
3384,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,17,0.0
21095,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,12,1.0
11749,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,2,,,never,54,0.0
2849,city_104,0.924,Male,No relevent experience,Full time course,High School,,3,50-99,Funded Startup,1,17,0.0
32436,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,,Public Sector,never,26,0.0
19399,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,500-999,Pvt Ltd,1,10,1.0
11175,city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,148,0.0
12743,city_100,0.887,,Has relevent experience,no_enrollment,High School,,9,50-99,Pvt Ltd,never,5,0.0
7594,city_71,0.884,,No relevent experience,Part time course,Graduate,STEM,15,,,1,13,1.0
26012,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,151,0.0
4553,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,<1,,Pvt Ltd,never,15,1.0
26884,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,,3,35,0.0
4117,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,130,0.0
32785,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,,never,46,1.0
30661,city_54,0.856,Male,No relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,119,0.0
27047,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,43,0.0
30116,city_19,0.682,Male,Has relevent experience,,Graduate,STEM,7,50-99,Pvt Ltd,1,39,0.0
23942,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Funded Startup,4,21,0.0
30610,city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,2,238,0.0
27364,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,21,0.0
18017,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,High School,,1,<10,NGO,never,53,0.0
1920,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Public Sector,2,38,1.0
7166,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,32,0.0
5022,city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,never,38,1.0
20835,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,4,1000-4999,,1,17,0.0
18025,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,20,0.0
15758,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,<10,Pvt Ltd,>4,81,0.0
31748,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Public Sector,1,82,1.0
31005,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,54,1.0
20858,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,2,170,0.0
27548,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,3,,,never,7,0.0
21132,city_71,0.884,Male,No relevent experience,Full time course,High School,,8,,,1,113,0.0
